User_ID,Rating_x,Title,Rating_y,Level,Language,Price,URL,Image,Description,Platform,Certificate,Duration,Learning_Type,Enrolled,Reviews,Last_Updated,Category,Instructors,Username,Password
1,2,Pattern Discovery in Data Mining,4.3,Mixed ,English,Free To Audit,https://www.coursera.org/learn/pattern-discovery-in-data-mining,,,Coursera,, 1 - 3 Months, Course ,,315,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Programming for Everybody (Getting Started with Python),4.8,Beginner ,English,Free To Audit,https://www.coursera.org/learn/programming-for-everybody-(getting-started-with-python),,,Coursera,, 1 - 3 Months, Course ,,225k ,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Principles of Computing (Part 2),4.8,Mixed ,English,Free To Audit,https://www.coursera.org/learn/principles-of-computing-(part-2),,,Coursera,, 1 - 4 Weeks, Course ,,361,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Principles of Computing (Part 1),4.7,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/principles-of-computing-(part-1),,,Coursera,, 1 - 3 Months, Course ,,575,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Genome Assembly Programming Challenge,4.5,Advanced ,English,Free To Audit,https://www.coursera.org/learn/genome-assembly-programming-challenge,,,Coursera,, 1 - 4 Weeks, Course ,,321,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Fundamentals of Java Programming,4.4,Beginner ,English,Free To Audit,https://www.coursera.org/learn/fundamentals-of-java-programming,,,Coursera,, 1 - 4 Weeks, Course ,,55,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Foundations of Computer Science,4.5,Beginner ,English,Free To Audit,https://www.coursera.org/learn/foundations-of-computer-science,,,Coursera,, 1 - 3 Months, Course ,,62,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Ethical Issues in AI and Professional Ethics,4.6,Beginner ,English,Free To Audit,https://www.coursera.org/learn/ethical-issues-in-ai-and-professional-ethics,,,Coursera,, 1 - 3 Months, Course ,,1.4k ,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Discrete Optimization,4.8,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/discrete-optimization,,,Coursera,, 1 - 3 Months, Course ,,736,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,2,Development of Real-Time Systems,4.6,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/development-of-real-time-systems,,,Coursera,, 1 - 3 Months, Course ,,529,,Algorithms,,qoot7kl2,fQf#l5}|Gh}N
1,3,JaverianaX: Photoshop: una herramienta para presentaciones innovadoras,,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/art/pontificia-universidad-javeriana-photoshop-una-herramienta-para-presentaciones-innovadoras,,¿Te gustaría realizar presentaciones de alto impacto con el programa Photoshop para que tus imágenes fotográficas tengan un contenido potente y contundente para lograr mensajes claros y directos? ,edX,Available for Paid verified track with cost $17 USD,5 weeks 8–10 hours per week,Course,"56,027 already enrolled! ",,,Art & Culture,"Juan Carlos Alonso Rico, ",qoot7kl2,fQf#l5}|Gh}N
1,3,IDBx: El valor de la creatividad y la innovaciÃ³n: La EconomÃ­a Naranja,4.8,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/creativity/inter-american-development-bank-el-valor-de-la-creatividad-y-la-innovacion-la-economia-naranja,,"¿Qué tienen en común una actriz, un arquitecto, una chef, un creador de videojuegos, una diseñadora aeronáutica, un músico, un modista y una artesana?",edX,Available for Paid verified track with cost $25 USD,10 weeks 2–3 hours per week,Course,"35,705 already enrolled! ",6 ratings,,Art & Culture,"Marina Casciano, Micaela Cordero, Helga Flores Trejo, ",qoot7kl2,fQf#l5}|Gh}N
1,3,Building Data Visualization Tools,4.8,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/building-data-visualization-tools,,,Coursera,, 1 - 3 Months, Course ,,6,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Biomedical Visualisation,4.6,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/biomedical-visualisation,,,Coursera,, 1 - 4 Weeks, Course ,,379,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Bioconductor for Genomic Data Science,3.9,Mixed ,English,Free To Audit,https://www.coursera.org/learn/bioconductor-for-genomic-data-science,,,Coursera,, 1 - 4 Weeks, Course ,,352,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Bayesian Statistics: Techniques and Models,4.8,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/bayesian-statistics:-techniques-and-models,,,Coursera,, 1 - 3 Months, Course ,,466,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Bayesian Statistics: From Concept to Data Analysis,4.6,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/bayesian-statistics:-from-concept-to-data-analysis,,,Coursera,, 1 - 4 Weeks, Course ,,3.1k ,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Building R Packages,4.1,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/building-r-packages,,,Coursera,, 1 - 4 Weeks, Course ,,221,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Bayesian Statistics,3.8,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/bayesian-statistics,,,Coursera,, 1 - 3 Months, Course ,,790,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Computer Vision Basics,4.5,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/computer-vision-basics,,,Coursera,, 1 - 4 Weeks, Course ,,35,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Camera and Imaging,4.8,Beginner ,English,Free To Audit,https://www.coursera.org/learn/camera-and-imaging,,,Coursera,, 1 - 3 Months, Course ,,341,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Business Writing,4.8,Beginner ,English,Free To Audit,https://www.coursera.org/learn/business-writing,,,Coursera,, 1 - 4 Weeks, Course ,,4.5k ,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Artificial Intelligence on Microsoft Azure,4.6,Beginner ,English,Free To Audit,https://www.coursera.org/learn/artificial-intelligence-on-microsoft-azure,,,Coursera,, 1 - 4 Weeks, Course ,,302,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,A Complete Reinforcement Learning System (Capstone),4.7,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/a-complete-reinforcement-learning-system-(capstone),,,Coursera,, 1 - 3 Months, Course ,,608,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,3D Reconstruction - Single Viewpoint,4.7,Beginner ,English,Free To Audit,https://www.coursera.org/learn/3d-reconstruction---single-viewpoint,,,Coursera,, 1 - 3 Months, Course ,,20,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,AR (Augmented Reality) & Video Streaming Services Emerging Technologies,4.6,Beginner ,English,Free To Audit,https://www.coursera.org/learn/ar-(augmented-reality)-&-video-streaming-services-emerging-technologies,,,Coursera,, 1 - 3 Months, Course ,,110,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Applying Data Analytics in Finance,4.5,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/applying-data-analytics-in-finance,,,Coursera,, 1 - 3 Months, Course ,,206,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Advanced AI Techniques for the Supply Chain,4.8,Intermediate ,English,Free To Audit,https://www.coursera.org/learn/advanced-ai-techniques-for-the-supply-chain,,,Coursera,, 1 - 4 Weeks, Course ,,48,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,AI and Climate Change,4.8,Beginner ,English,Free To Audit,https://www.coursera.org/learn/ai-and-climate-change,,,Coursera,, 1 - 4 Weeks, Course ,,49,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,3,Introduction to Business Analytics with R,4.6,Beginner ,English,Free To Audit,https://www.coursera.org/learn/introduction-to-business-analytics-with-r,,,Coursera,, 1 - 4 Weeks, Course ,,197,,Artifcial Intelligence,,qoot7kl2,fQf#l5}|Gh}N
1,4,TecdeMonterreyX: DiseÃ±o e innovaciÃ³n de modelo de negocios,,Advanced, Spanish,Free To Audit,https://www.edx.org/learn/business-model/tecnologico-de-monterrey-diseno-e-innovacion-de-modelo-de-negocios,,"El núcleo del Diseño de Modelo de Negocios se encuentra en las habilidades y liderazgo del manager emprendedor. Requiere un enfoque disciplinado para buscar oportunidades, asi como reunir y alinear recursos para alcanzar objetivos importantes.
En este curso, los alumnos fortaleceran dos habilidades importantes: la intuición y el pensamiento visual, a la vez que aplican métodos cuantitativos aprendidos en otros cursos, como Finanzas, Economía e Inteligencia Financiera.",edX,Available for Paid verified track with cost $119 USD,4 weeks 5–8 hours per week,Course,"17,639 already enrolled! ",,,Business & Management,"Luis Antonio Marquez-Heine, ",qoot7kl2,fQf#l5}|Gh}N
1,4,TecdeMonterreyX: Estrategias y estilos de negociaciÃ³n,,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/negotiations/tecnologico-de-monterrey-estrategias-y-estilos-de-negociacion,,"El dilema del negociador es un fenómeno derivado de la tensión que surge cuando se tiene que discernir sobre la estrategia óptima de negociación ante una situación específica. El término fue popularizado por los precursores de la teoría estratégica en la negociación, los profesores David Lax y James Sebenius de Harvard Business School para ilustrar el predicamento entre cooperar o competir en una negociación.",edX,Available for Paid verified track with cost $189 USD,4 weeks 5–8 hours per week,Course,"20,548 already enrolled! ",,,Business & Management,"Daniel Meade Monteverde, Luz María Vargas Reguer, ",qoot7kl2,fQf#l5}|Gh}N
1,4,HarvardX: The Architectural Imagination,4.7,Beginner, English,Free To Audit,https://www.edx.org/learn/architecture/harvard-university-the-architectural-imagination,,"Architecture engages a culture’s deepest social values and expresses them in material, aesthetic form. This course will teach you how to understand architecture as both cultural expression and technical achievement. Vivid analyses of exemplary buildings, and hands-on exercises in drawing and modeling, will bring you closer to the work of architects and historians.",edX,Available for Paid verified track with cost $249 USD,10 weeks 3–5 hours per week,Course,"559,306 already enrolled!",51 ratings,,Architecture,"Lisa Haber-Thomson, K. Michael Hays, Erika Naginski, ",qoot7kl2,fQf#l5}|Gh}N
1,4,AnahuacX: InglÃ©s bÃ¡sico: conversacional y networking,4.2,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/english/universidades-anahuac-ingles-basico-conversacional-y-networking,,"En tu vida diaria y laboral, seguramente te has enfrentado a situaciones en donde tienes que leer, entender o hablar inglés y te encuentras en una encrucijada cuando no te sientes capaz de realizarlo de manera efectiva.",edX,Available for Paid verified track with cost $39 USD,4 weeks 5–8 hours per week,Course,"289,210 already enrolled!",31 ratings,,Business & Management,"Judith Margarete Towle Wachenheim, Isabel Rosado Richard, Jorge Ernesto Peniche Rosales, ",qoot7kl2,fQf#l5}|Gh}N
1,4,UPValenciaX: Marketing digital en redes sociales,4.6,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/digital-marketing/universitat-politecnica-de-valencia-marketing-digital-en-redes-sociales,,En este curso se presentan los conceptos básicos y el papel de las redes sociales dentro del marketing digital.,edX,Available for Paid verified track with cost $45 USD,3 weeks 3–4 hours per week,Course,"39,133 already enrolled! ",18 ratings,,Business & Management,"Daniel Palacios Marqués, María Orero-Blat, María Rodríguez-García, ",qoot7kl2,fQf#l5}|Gh}N
1,4,HarvardX: Pyramids of Giza: Ancient Egyptian Art and Archaeology,,Beginner, English,Free To Audit,https://www.edx.org/learn/archaeology/harvard-university-pyramids-of-giza-ancient-egyptian-art-and-archaeology,,"Where is Giza? How were the Pyramids built? How did the cemeteries and hundreds of decorated tombs around them develop? What was Giza’s contribution to this first great age of ancient Egyptian civilization, the Old Kingdom? ",edX,Available for Paid verified track with cost $219 USD,8 weeks 2–4 hours per week,Course,"176,035 already enrolled!",,,Art & Culture,"Peter Der Manuelian, ",qoot7kl2,fQf#l5}|Gh}N
1,4,UPValenciaX: IntroducciÃ³n a la gestiÃ³n de proyectos,4.3,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/project-management/universitat-politecnica-de-valencia-introduccion-a-la-gestion-de-proyectos,,"El objetivo del curso es introducir algunos conceptos básicos de la Gestión de Proyectos / Project Management (PM), según las metodologías del Project Management Institute (PMI). El PMI es la Principal Organización Mundial en el campo de la Dirección de Proyectos (www.pmi.org). Sus guías están basadas en las ""Buenas Prácticas"" de profesionales de todo el mundo, y sus certificaciones, por ejemplo el Project Manager Professional (PMP) son muy demandadas por empresas de todos los sectores.",edX,Available for Paid verified track with cost $45 USD,5 weeks 4–5 hours per week,Course,"135,284 already enrolled!",22 ratings,,Business & Management,"Alberto Palomares Chust, ",qoot7kl2,fQf#l5}|Gh}N
1,4,TecdeMonterreyX: Liderazgo y comportamiento organizacional,,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/leadership/tecnologico-de-monterrey-liderazgo-y-comportamiento-organizacional,,"El liderazgo está en todas partes. Está implicado en casi cada acción social. Muchas personas que tienen el potencial de ser líderes no se dan cuenta, necesitan desarrollar su potencial de liderazgo personal y organizacional. Muchos que se convierten en líderes no saben cómo manejar esas responsabilidades. ",edX,Available for Paid verified track with cost $189 USD,4 weeks 5–8 hours per week,Course,"43,506 already enrolled! ",,,Business & Management,"Elliott Kruse, ",qoot7kl2,fQf#l5}|Gh}N
1,4,TokyoTechX: Japanese Architecture and Structural Design,4.2,Intermediate, English,Free To Audit,https://www.edx.org/learn/architecture/tokyo-institute-of-technology-japanese-architecture-and-structural-design,,"In this revised course, in depth video lectures cover various concepts related to architecture and structural design are presented and are accompanied by detailed articles for further study. Modern approaches to seismic design and retrofit will be covered through case studies of some unique campus buildings in Tokyo. The course starts by introducing the progression of structural design from traditional timber buildings to the first steel high rise structures, metabolism movement and the evolution of modern spatial structures in Japan. Concepts like ‘Integrated Facade Engineering’ and ‘Grid-skin structures’ are discussed and illustrated through case studies of Tokyo-Tech campus buildings wherein seismic performance was enhanced sustainably while considering the environmental performance and aesthetics. In addition, a number of 360-degree videos of Tokyo Tech buildings provide learners with an immersive experience. The application of the grid-skin concept to RC buildings is discussed using shear walls and a two-layer framing system. Modern response control strategies to achieve immediate occupancy post-earthquake like rocking frame systems and seismic isolation in steel buildings are covered and practical considerations while adopting these systems are explained through the design of campus buildings. Grid shell systems and their unique seismic response characteristics are explained. The design of the metro station near campus was used to explain the practical and technical difficulties of designing lightweight roofs. Finally, the importance of collaboration between structural engineers and architects is discussed in a number of interviews between ETH Zurich’s Prof. L. Stalder, Tokyo Tech’s Prof. T. Takeuchi and Prof. Y. Tsukamoto.",edX,Available for Paid verified track with cost $79 USD,5 weeks 1–3 hours per week,Course,"17,766 already enrolled! ",12 ratings,,Architecture,"Toru Takeuchi, ",qoot7kl2,fQf#l5}|Gh}N
1,4,IDBx: GestiÃ³n de proyectos de desarrollo,4.6,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/project-management/inter-american-development-bank-gestion-de-proyectos-de-desarrollo,,"Si buscas obtener una titulación sobre Gestión de Proyectos reconocida internacionalmente, ¡este es tu curso!",edX,Available for Paid verified track with cost $49 USD,10 weeks 2–3 hours per week,Course,"357,917 already enrolled!",53 ratings,,Business & Management,"Agustín Sarría, Ernesto Mondelo, Claudia Baca, ",qoot7kl2,fQf#l5}|Gh}N
1,4,UNCordobaX: GestiÃ³n de personas: Recursos Humanos,4.5,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/human-resources/universidad-nacional-de-cordoba-gestion-de-personas-recursos-humanos,,"La disposición al servicio se puede medir y predice la efectividad del servicio. Las personas más felices, más positivas sobre ellas mismas y sobre su entorno, son más felices en el trabajo y los empleados más satisfechos producen también clientes más satisfechos.” Benjamín Schneider y David E. Bawer… Pero, ¿cómo lograr todo esto? Ese es nuestro desafío en este MOOC. Trabajaremos el factor clave para desarrollar experiencias memorables: el factor humano. ",edX,Available for Paid verified track with cost $109 USD,5 weeks 5–7 hours per week,Course,"42,701 already enrolled! ",6 ratings,,Business & Management,"Claudia Martínez, ",qoot7kl2,fQf#l5}|Gh}N
1,4,"AnahuacX: InglÃ©s empresarial: ventas, gestiÃ³n y liderazgo",4.8,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/english/universidades-anahuac-ingles-empresarial-ventas-gestion-y-liderazgo,,Conviértete en un ciudadano global y obtén las habilidades necesarias para lograr sobresalir en tu lugar actual de trabajo o poder alcanzar el siguiente paso al éxito laboral.,edX,Available for Paid verified track with cost $39 USD,4 weeks 5–8 hours per week,Course,"39,531 already enrolled! ",10 ratings,,Business & Management,"Judith Margarete Towle Wachenheim, Isabel Rosado Richard, Jorge Ernesto Peniche Rosales, ",qoot7kl2,fQf#l5}|Gh}N
1,4,DelftX: Sustainable Building with Timber,,Beginner, English,Free To Audit,https://www.edx.org/learn/architecture/delft-university-of-technology-building-with-timber,,"The way we construct our buildings needs to change! Over 35% of our global greenhouse gas emissions are attributable to the built environment. A third of that amount is specifically related to the production of abiotic (non-renewable) materials such as concrete, metals and plastics. The associated challenges are not only climate related, but also concern resource scarcity, health and housing provision.",edX,Available for Paid verified track with cost $139 USD,6 weeks 4–5 hours per week,Course,Starts Feb 27Ends Nov 15E,,,Architecture,"Arjan van Timmeren, Pablo van der Lugt, Gilbert Koskamp, ",qoot7kl2,fQf#l5}|Gh}N
1,4,TecdeMonterreyX: Habilidades de negociaciÃ³n y comunicaciÃ³n efectiva,,Beginner, Spanish,Free To Audit,https://www.edx.org/learn/negotiations/tecnologico-de-monterrey-habilidades-de-negociacion-y-comunicacion-efectiva,,"Negociamos desde que inicia el día, a través de todas nuestras interacciones, ya sean laborales, sociales o familiares. Pero te has preguntado ¿Qué tan eficientemente negocias y si lo podrías hacer mejor? Esta es una gran oportunidad para que pongas en práctica y de manera inmediata los conocimientos adquiridos y compruebes que el proceso de negociar es dinámico y siempre se puede mejorar. ",edX,Available for Paid verified track with cost $189 USD,4 weeks 5–8 hours per week,Course,"42,667 already enrolled! ",,,Business & Management,"Daniel Meade Monteverde, Luz María Vargas Reguer, ",qoot7kl2,fQf#l5}|Gh}N
1,4,JaverianaX: GestiÃ³n Ã¡gil de proyectos,4.4,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/agile-project-management/pontificia-universidad-javeriana-gestion-agil-de-proyectos,,"La capacidad estratégica para organizar y administrar recursos, y lograr los objetivos en momentos de cambio constante, la ofrece la disciplina de la gestión de proyectos, pero ahora en un marco de la nueva economía digital, en donde se requieren más y mejores herramientas y conocimientos para la toma de decisiones, es así como la agilidad contribuye a mantener las organizaciones vigentes, anticipándose a los cambios. ",edX,Available for Paid verified track with cost $45 USD,5 weeks 4–5 hours per week,Course,"22,622 already enrolled! ",24 ratings,,Business & Management,"Gustavo Pinzón, Angela Alicia Rivera Villabon, ",qoot7kl2,fQf#l5}|Gh}N
1,4,DelftX: FaÃ§ade design and engineering: complexity made simple,4.6,Beginner, English,Free To Audit,https://www.edx.org/learn/engineering/delft-university-of-technology-facade-design-and-engineering-complexity-made-simple,,"The building façade forms the interface between outside conditions and the habitable indoor climate, where we spend most of our time. So its design and construction seriously affect the performance of our buildings in terms of sustainability, energy efficiency, aesthetics and comfort.",edX,Available for Paid verified track with cost $139 USD,6 weeks 3–4 hours per week,Course,"5,974 already enrolled! A",14 ratings,,Architecture,"Ulrich Knaack, Marcel Bilow, ",qoot7kl2,fQf#l5}|Gh}N
1,4,UPValenciaX: Sustainability in Architecture: An Interdisciplinary Introduction,3.9,Intermediate, English,Free To Audit,https://www.edx.org/learn/architecture/universitat-politecnica-de-valencia-sustainability-in-architecture-an-interdisciplinary-introduction,,"This course offers an interdisciplinary approach to sustainabilityin Architecture. Learners will be introducedto the basic elements of sustainability assessments (first model layer), as well as trends informing the space today. ",edX,Available for Paid verified track with cost $39 USD,4 weeks 3–4 hours per week,Course,"48,588 already enrolled! ",17 ratings,,Architecture,"María Valles-Planells, Elena de la Poza-Plaza, Naoko Ellis, ",qoot7kl2,fQf#l5}|Gh}N
1,4,UQx: Introduction to Korean Studies,,Beginner, English,Free To Audit,https://www.edx.org/learn/humanities/the-university-of-queensland-introduction-to-korean-studies,,"This course is an excellent foundation for learners wanting to understand the basics of everything related to South Korea. You will learn about the people, contemporary culture, language, history, and the politics and economy that have helped shape Korea. Modern Korea has emerged as a vibrant global leader in today’s world. It is hoped that by taking this course, you will be fascinated by the uniqueness of Korea and stimulated to undertake further studies in this exciting country.",edX,Available for Paid verified track with cost $129 USD,9 weeks 2–4 hours per week,Course,Share this courseShare th,,,Art & Culture,"Narah Lee, ",qoot7kl2,fQf#l5}|Gh}N
1,4,UNCordobaX: La DirecciÃ³n y GestiÃ³n de Proyectos,,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/project-management/universidad-nacional-de-cordoba-la-direccion-y-gestion-de-proyectos,,"En este curso se presentarán nociones básicas acerca de la gestión de proyectos y del rol de dirección de los mismos, haciendo hincapié en la triple restricción y en los factores que es necesario administrar eficientemente para optimizar recursos durante la implementación, garantizando así el cumplimiento de los objetivos que dieron origen al proyecto y que fueron plasmados en la etapa de formulación. ",edX,Available for Paid verified track with cost $45 USD,5 weeks 5–7 hours per week,Course,"6,977 already enrolled! A",,,Business & Management,"Walter Javier Romano, ",qoot7kl2,fQf#l5}|Gh}N
1,4,"WageningenX: Circular Fashion: Design, Science and Value in a Sustainable Clothing Industry",,Beginner, English,Free To Audit,https://www.edx.org/learn/fashion/wageningen-university-research-circular-fashion-design-science-and-value-in-a-sustainable-clothing-industry,,"The fashion industry has a large influence on the global economy and is more and more known for its social and environmental impact. Everywhere, new sustainable initiatives are arising from recycling, upcycling to creating clothes from compostable materials. Circularity tough, is a complex phenomenon. What will the future bring us? Are we indeed going to decompose our clothes in our own garden?",edX,Available for Paid verified track with cost $209 USD,5 weeks 8–12 hours per week,Course,"29,316 already enrolled! ",,,Art & Culture,"Prof.dr.ir. Louise O. Fresco, Dr. Kim Poldner, Dr. Nishant Shah, ",qoot7kl2,fQf#l5}|Gh}N
1,5,TUMx: Lean Production,4.7,Beginner, English,Free To Audit,https://www.edx.org/learn/manufacturing/technische-universitat-munchen-lean-production,,"Learn about Lean Management, a customer-centric methodology that improves processes by eliminating waste and focusing on value-added tasks.",edX,Available for Paid verified track with cost $149 USD,6 weeks 3–4 hours per week,Course,"74,092 already enrolled! ",51 ratings,,Business & Management,"Martin Grunow, Holly Ott, ",qoot7kl2,fQf#l5}|Gh}N
1,5,UWashingtonX: Preparing to Network in English,4.2,Beginner, English,Free To Audit,https://www.edx.org/learn/english/university-of-washington-preparing-to-network-in-english,,"Networking in the business world is key to career success. Research shows that many jobs are never officially advertised. Many companies rely on word-of-mouth advertising to hire employees, so connections with people are important! ",edX,Available for Paid verified track with cost $189 USD,6 weeks 3–5 hours per week,Course,7 months3 - 5 hours per w,48 ratings,,Language,"Joel Ozretich, Richard Moore, ",qoot7kl2,fQf#l5}|Gh}N
1,5,"UPValenciaX: Power BI para los negocios, herramientas de productividad",4.1,Intermediate, Spanish,Free To Audit,https://www.edx.org/learn/data-science/universitat-politecnica-de-valencia-power-bi-para-los-negocios-herramientas-de-productividad,,"Este es el segundo curso de una serie sobre Power BI, es un curso de nivel intermedio en el que ampliarás conocimientos sobre las medidas DAX para poder generar funciones complejas que midan exactamente lo que quieres y utilizar la inteligencia de tiempo para comparar datos de periodos distintos, conocerás y aprenderás a utilizar las visualizaciones avanzadas como el gráfico de dispersión o las visualizaciones que incorporan inteligencia artificial y aprenderás a personalizar el formato de un informe con los temas de Power BI.",edX,Available for Paid verified track with cost $39 USD,5 weeks 4–5 hours per week,Course,"9,156 already enrolled! A",15 ratings,,Data Analysis & Statistics,"Ignacio Despujol, ",qoot7kl2,fQf#l5}|Gh}N
1,5,HP: From Code to Creation: Mastering Game Programming,,Beginner, English,Free To Audit,https://www.edx.org/learn/game-development/hp-from-code-to-creation-mastering-game-programming,,"Game programming involves coding and testing video games using programming languages, tools, and techniques",edX,Available for Paid verified track with cost $5 USD,4 weeks 3–5 hours per week,Course,Starts Feb 27Ends Aug 30E,,,Computer Science,"Raja Ravi, ",qoot7kl2,fQf#l5}|Gh}N
1,5,FedericaX: Robotics Foundations I - Robot Modeling,,Intermediate, English,Free To Audit,https://www.edx.org/learn/robotics/universita-degli-studi-di-napoli-federico-ii-robotics-foundations-i-robot-modeling,,"Robotics is commonly defined as the study of the intelligent connection between perception and action. As such, the full scope of robotics lies at the intersection of mechanics, electronics, signal processing, control engineering, computing, and mathematical modeling. ",edX,Available for Paid verified track with cost $55 USD,8 weeks 8–10 hours per week,Course,"23,725 already enrolled! ",,,Engineering,"Bruno Siciliano, ",qoot7kl2,fQf#l5}|Gh}N
